Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,field_e,pitch_h,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
86,1431,295,29,164,551,1125,153,47,1431,164,551,1125,91,145,1.2161407839048508,0.49999975583088063,1,1,1,1
80,1437,327,41,166,644,1102,105,43,1446,167,648,1109,89,157,1.2155334346271192,0.49999976087035536,0.9937759336099585,0.9940119760479041,0.9938271604938271,0.9936880072137061
86,1505,303,23,215,645,1133,100,27,1505,215,645,1133,81,142,1.2128360388073969,0.49999977925188466,1,1,1,1
85,1518,294,41,216,626,1203,92,25,1518,216,626,1203,104,153,1.2195713039865872,0.4999997830166244,1,1,1,1
92,1529,216,117,30,381,374,203,163,1782,35,444,436,375,124,1.2390935101676464,0.4999998425456712,0.8580246913580247,0.8571428571428571,0.8581081081081081,0.8577981651376146
105,1640,212,107,34,450,575,237,163,1911,40,524,670,332,113,1.237977368220734,0.4999998630857568,0.858189429618001,0.85,0.8587786259541985,0.8582089552238806
120,1643,220,111,21,434,520,259,201,1915,24,506,606,288,101,1.236529118281985,0.49999986365712495,0.8579634464751958,0.875,0.857707509881423,0.858085808580858
92,1411,174,108,16,414,720,188,171,1494,17,438,762,308,98,1.2372335708370972,0.49999977598927614,0.9444444444444444,0.9411764705882353,0.9452054794520548,0.9448818897637795
102,1466,201,96,23,404,758,214,201,1552,24,428,797,270,119,1.2358153376722205,0.499999792419492,0.9445876288659794,0.9583333333333334,0.9439252336448598,0.9510664993726474
98,1390,174,71,13,449,603,172,97,1472,14,475,635,233,115,1.2340402796898124,0.4999997692432656,0.9442934782608695,0.9285714285714286,0.9452631578947368,0.9496062992125984
96,1327,140,82,20,493,650,278,171,1396,21,519,678,266,79,1.2356449501923996,0.499999743433962,0.9505730659025788,0.9523809523809523,0.9499036608863198,0.9587020648967551
103,1329,170,103,26,442,522,196,171,1398,27,465,549,237,78,1.2342561357586936,0.4999997441675314,0.9506437768240343,0.9629629629629629,0.9505376344086022,0.9508196721311475
117,1420,232,98,27,511,623,197,142,1513,29,545,669,237,107,1.2342561357586936,0.499999781580128,0.9385327164573695,0.9310344827586207,0.9376146788990826,0.9312406576980568
91,1444,227,88,35,463,555,157,109,1529,37,490,588,259,108,1.2353354006642172,0.49999978612745694,0.9444081098757358,0.9459459459459459,0.9448979591836735,0.9438775510204082
73,1259,156,83,19,438,640,155,109,1324,20,461,673,235,101,1.2341490344098642,0.499999714770767,0.9509063444108762,0.95,0.9501084598698482,0.950965824665676
77,1324,207,96,25,441,690,191,117,1393,26,464,726,225,105,1.233587905894096,0.49999974232767774,0.9504666188083274,0.9615384615384616,0.9504310344827587,0.9504132231404959
68,1311,155,96,21,391,650,182,160,1379,22,411,684,274,102,1.2359812412256688,0.4999997370691944,0.9506889050036258,0.9545454545454546,0.9513381995133819,0.9502923976608187
54,1294,168,64,9,420,610,158,97,1361,9,442,642,264,125,1.235558015600958,0.4999997300683845,0.9507714915503307,1,0.9502262443438914,0.9501557632398754
83,1412,170,95,17,393,426,190,123,1485,18,413,448,196,125,1.2316724186477799,0.49999977326576656,0.9508417508417508,0.9444444444444444,0.9515738498789347,0.9508928571428571
95,1623,245,110,39,361,393,142,98,1718,41,382,416,181,137,1.2304670808203386,0.4999998305959904,0.9447031431897556,0.9512195121951219,0.9450261780104712,0.9447115384615384
92,1675,236,117,52,428,381,162,79,1762,55,450,401,188,165,1.2310511117922347,0.4999998389509393,0.9506242905788876,0.9454545454545454,0.9511111111111111,0.9501246882793017
95,1606,235,129,47,388,419,192,97,1700,50,411,444,194,170,1.231521418528896,0.49999982698961937,0.9447058823529412,0.94,0.9440389294403893,0.9436936936936937
101,1748,335,111,83,528,384,168,67,1851,88,559,407,237,181,1.2342561357586936,0.4999998540657714,0.9443544030253916,0.9431818181818182,0.9445438282647585,0.9434889434889435
91,1768,262,107,55,464,375,68,58,1884,59,495,400,214,131,1.2329164157289627,0.49999985913334327,0.9384288747346072,0.9322033898305084,0.9373737373737374,0.9375
92,1628,262,88,41,385,351,36,34,1713,43,405,369,175,140,1.2299331329162813,0.4999998296056154,0.950379451255108,0.9534883720930233,0.9506172839506173,0.9512195121951219
80,1664,303,83,56,475,430,48,39,1797,60,513,464,157,127,1.228112795733022,0.4999998451633202,0.9259877573734001,0.9333333333333333,0.9259259259259259,0.9267241379310345
91,1634,270,95,70,484,463,32,67,1730,74,512,490,201,100,1.2320380630716503,0.49999983293795314,0.9445086705202312,0.9459459459459459,0.9453125,0.9448979591836735
88,1679,298,84,63,544,528,39,67,1766,66,572,555,209,119,1.2325902319876727,0.49999983967966716,0.950736126840317,0.9545454545454546,0.951048951048951,0.9513513513513514
90,1631,235,90,49,487,505,34,45,1716,52,512,531,190,142,1.2312108500564825,0.4999998302008791,0.9504662004662005,0.9423076923076923,0.951171875,0.9510357815442562
93,1632,286,71,70,524,442,51,70,1763,76,566,477,176,181,1.2300243978922214,0.49999983913358637,0.9256948383437322,0.9210526315789473,0.9257950530035336,0.9266247379454927
72,1538,276,64,67,505,445,47,46,1628,71,535,471,178,162,1.230204156526887,0.49999981134809146,0.9447174447174447,0.9436619718309859,0.9439252336448598,0.9447983014861996
82,1589,290,72,80,582,520,73,103,1672,84,612,547,228,168,1.2337608932988668,0.4999998211464939,0.9503588516746412,0.9523809523809523,0.9509803921568627,0.9506398537477148
85,1491,245,68,59,575,543,62,48,1568,62,605,571,204,137,1.2322496925797712,0.4999997966342149,0.9508928571428571,0.9516129032258065,0.9504132231404959,0.9509632224168126
73,1378,191,54,60,592,591,45,42,1519,66,652,651,201,142,1.2320380630716503,0.4999997833022228,0.9071757735352205,0.9090909090909091,0.9079754601226994,0.9078341013824884
84,1474,252,77,44,603,595,67,64,1551,46,634,626,179,167,1.230292679107414,0.49999979215173257,0.950354609929078,0.9565217391304348,0.9511041009463722,0.950479233226837
95,1526,263,85,74,607,652,92,84,1616,78,643,690,202,129,1.232109234741482,0.49999980853592785,0.9443069306930693,0.9487179487179487,0.9440124416796267,0.9449275362318841
86,1499,272,59,76,621,505,85,50,1577,80,653,531,187,148,1.2309700902875331,0.499999798948824,0.9505389980976537,0.95,0.9509954058192955,0.9510357815442562
66,1368,212,55,63,623,584,50,68,1439,66,655,614,194,134,1.231521418528896,0.49999975853820966,0.9506601806810285,0.9545454545454546,0.9511450381679389,0.9511400651465798
65,1457,227,46,164,639,723,32,39,1533,173,672,761,157,138,1.228112795733022,0.4999997872421002,0.9504240052185258,0.9479768786127167,0.9508928571428571,0.9500657030223391
75,1420,201,43,133,576,583,50,45,1494,140,606,613,139,182,1.2258732861819563,0.49999977598927614,0.9504685408299867,0.95,0.9504950495049505,0.9510603588907015
60,1487,240,62,146,597,734,46,31,1574,155,632,777,144,175,1.226545832664573,0.4999997981816978,0.9447268106734434,0.9419354838709677,0.944620253164557,0.9446589446589446
67,1443,229,59,144,586,647,31,28,1518,151,616,681,179,187,1.230292679107414,0.4999997830166244,0.950592885375494,0.9536423841059603,0.9512987012987013,0.9500734214390602
53,1364,187,52,104,551,752,43,41,1435,109,580,791,171,146,1.2295584828918331,0.49999975719020506,0.9505226480836237,0.9541284403669725,0.95,0.9506953223767383
69,1410,209,60,116,403,791,25,35,1483,122,424,832,170,147,1.2294623439700076,0.4999997726537986,0.9507754551584626,0.9508196721311475,0.9504716981132075,0.9507211538461539
88,1458,241,72,141,417,792,32,16,1534,148,439,833,140,182,1.226011251876914,0.4999997875193995,0.9504563233376793,0.9527027027027027,0.9498861047835991,0.9507803121248499
82,1487,242,44,118,465,752,34,27,1564,124,489,791,162,174,1.2286549094564416,0.4999997955926505,0.9507672634271099,0.9516129032258065,0.950920245398773,0.9506953223767383
79,1523,244,60,135,450,758,27,32,1602,142,473,797,158,199,1.2282236873386954,0.49999980517486725,0.9506866416978776,0.9507042253521126,0.9513742071881607,0.9510664993726474
80,1469,225,54,121,408,970,39,33,1469,121,408,970,177,179,1.230114734223713,0.4999997682997978,1,1,1,1
90,1506,217,57,111,419,1008,51,38,1506,111,419,1008,152,189,1.2275386868532336,0.4999997795449455,1,1,1,1
81,1585,193,62,91,387,914,79,37,1585,91,387,914,141,186,1.2261474550535008,0.49999980097324087,1,1,1,1
80,1404,180,44,80,422,953,130,59,1404,80,422,953,139,162,1.2258732861819563,0.4999997463494614,1,1,1,1
88,1557,220,52,119,454,944,74,34,1557,119,454,944,155,169,1.2278871533335383,0.4999997937505595,1,1,1,1
80,1465,257,44,154,432,842,23,30,1465,154,432,842,151,156,1.2274197651188437,0.4999997670328134,1,1,1,1
88,1560,238,46,114,514,828,55,31,1560,114,514,828,162,154,1.2286549094564416,0.49999979454306376,1,1,1,1
98,1541,264,52,148,483,855,180,66,1541,148,483,855,134,163,1.2251557337792494,0.4999997894454034,1,1,1,1
83,1469,249,38,116,452,760,209,102,1469,116,452,760,137,154,1.2255919233045867,0.4999997682997978,1,1,1,1
84,1535,272,40,134,447,862,161,75,1535,134,447,862,145,133,1.226675324457206,0.499999787796157,1,1,1,1
57,1348,253,28,80,517,847,111,60,1356,80,520,852,134,128,1.2251557337792494,0.4999997280740683,0.9941002949852508,1,0.9942307692307693,0.994131455399061
64,1366,273,33,111,569,929,152,84,1366,111,569,929,142,134,1.2262819304902024,0.49999973204084125,1,1,1,1
74,1334,263,53,95,563,914,155,69,1334,95,563,914,160,130,1.2284417240396688,0.4999997190310392,1,1,1,1
95,1395,288,42,138,582,914,137,52,1395,138,582,914,134,125,1.2251557337792494,0.4999997430659935,1,1,1,1
98,1433,259,50,126,620,901,124,46,1433,126,620,901,120,134,1.2228628012010694,0.4999997565119657,1,1,1,1
96,1409,272,54,106,569,872,110,53,1409,106,569,872,101,144,1.2188503684527965,0.49999974814648407,1,1,1,1
75,1422,281,33,114,496,1030,75,36,2021,162,705,1464,126,186,1.2239016184002114,0.49999987758422754,0.7036120732310738,0.7037037037037037,0.7035460992907802,0.703551912568306
73,1509,319,33,138,510,989,126,49,1509,138,510,989,128,144,1.2242283611177172,0.49999978042063503,1,1,1,1
79,1440,291,52,129,481,1161,160,50,1440,129,481,1161,131,149,1.224701604576266,0.49999975887345677,1,1,1,1
78,1426,284,40,172,577,1204,113,44,1435,173,581,1211,148,175,1.227054335424285,0.49999975719020506,0.9937282229965156,0.9942196531791907,0.9931153184165232,0.9942196531791907
72,1308,265,20,143,540,1116,87,49,1316,144,543,1123,116,178,1.2221167352973217,0.49999971129239384,0.993920972644377,0.9930555555555556,0.994475138121547,0.993766696349065
75,1492,275,45,163,529,1049,86,37,1492,163,529,1049,123,159,1.2233936117694213,0.4999997753883087,1,1,1,1
67,1445,292,38,139,471,1092,73,30,1445,139,471,1092,117,193,1.2223075536112662,0.4999997605392656,1,1,1,1
67,1462,286,17,141,459,1200,68,23,1462,141,459,1200,104,168,1.2195713039865872,0.4999997660757428,1,1,1,1
63,1353,208,36,172,500,1164,60,45,1353,172,500,1164,157,159,1.228112795733022,0.4999997268668514,1,1,1,1
61,1258,185,31,97,441,972,70,45,1266,98,444,978,162,145,1.2286549094564416,0.49999968803735567,0.9936808846761453,0.9897959183673469,0.9932432432432432,0.9938650306748467
61,1250,178,40,108,431,1033,83,49,1324,114,456,1094,152,155,1.2275386868532336,0.499999714770767,0.9441087613293051,0.9473684210526315,0.9451754385964912,0.9442413162705667
60,1330,198,26,112,401,966,88,36,1330,112,401,966,170,152,1.2294623439700076,0.49999971733845894,1,1,1,1
60,1239,196,27,99,564,900,85,45,1239,99,564,900,170,126,1.2294623439700076,0.49999967429277564,1,1,1,1
71,1324,215,22,78,506,754,85,50,1324,78,506,754,188,163,1.2310511117922347,0.499999714770767,1,1,1,1
73,1327,216,37,64,488,716,92,46,1327,64,488,716,141,148,1.2261474550535008,0.4999997160589666,1,1,1,1
69,1397,245,49,120,602,1057,133,57,1397,120,602,1057,189,142,1.231131361254056,0.4999997438011405,1,1,1,1
84,1349,208,42,75,536,848,152,70,1349,75,536,848,160,171,1.2284417240396688,0.49999972524468334,1,1,1,1
60,1418,250,52,47,458,773,122,91,2088,69,675,1138,150,172,1.2272994172714449,0.49999988531436707,0.6791187739463601,0.6811594202898551,0.6785185185185185,0.679261862917399
81,1435,217,52,81,429,877,165,77,1435,81,429,877,152,142,1.2275386868532336,0.49999975719020506,1,1,1,1
81,1384,207,34,93,482,822,179,67,1384,93,482,822,129,135,1.2243883095152965,0.49999973896555183,1,1,1,1
83,1405,241,28,109,513,809,60,39,1405,109,513,809,124,158,1.2235654047663196,0.4999997467104013,1,1,1,1
89,1360,215,32,120,552,1013,136,67,1360,120,552,1013,152,147,1.2275386868532336,0.49999972967128026,1,1,1,1
84,1321,204,36,121,501,1069,101,64,1321,121,501,1069,113,130,1.2215260801503558,0.49999971347378086,1,1,1,1
61,1386,239,28,153,443,1046,92,41,1386,153,443,1046,160,129,1.2284417240396688,0.49999973971835443,1,1,1,1
76,1519,275,16,152,604,1129,140,60,1519,152,604,1129,125,132,1.2237347219559627,0.4999997833022228,1,1,1,1
98,1390,292,30,167,604,1072,79,37,1390,167,604,1072,104,155,1.2195713039865872,0.49999974121422286,1,1,1,1
74,1360,256,22,153,631,1169,174,67,1360,153,631,1169,129,151,1.2243883095152965,0.49999972967128026,1,1,1,1
66,1393,243,29,136,547,1062,71,44,1393,136,547,1062,128,162,1.2242283611177172,0.49999974232767774,1,1,1,1
64,1442,257,32,128,565,1073,76,39,1442,128,565,1073,102,141,1.2190949197532805,0.49999975954185993,1,1,1,1
87,1521,304,32,139,566,910,52,25,1521,139,566,910,108,146,1.2204762847077366,0.49999978387173044,1,1,1,1
88,1465,298,38,161,564,1104,123,31,1465,161,564,1104,92,138,1.2164355333011068,0.4999997670328134,1,1,1,1
64,1398,218,33,133,426,769,110,67,1398,133,426,769,147,162,1.2269295457775036,0.4999997441675314,1,1,1,1
67,1490,250,52,132,515,725,126,52,1490,132,515,725,141,170,1.2261474550535008,0.4999997747849196,1,1,1,1
59,1359,211,35,104,483,727,116,62,1359,104,483,727,149,189,1.227177616529496,0.49999972927329916,1,1,1,1
65,1412,220,19,132,489,822,149,74,2099,196,727,1222,135,181,1.2253030684407724,0.49999988651325833,0.6727012863268222,0.673469387755102,0.672627235213205,0.6726677577741408
76,1431,259,33,130,456,806,131,82,1431,130,456,806,138,158,1.2257335222331636,0.49999975583088063,1,1,1,1
60,1280,247,31,111,460,840,144,80,1280,111,460,840,134,159,1.2251557337792494,0.49999969482421874,1,1,1,1
74,1429,244,34,129,519,871,116,62,1429,129,519,871,126,143,1.2239016184002114,0.4999997551469339,1,1,1,1
74,1410,277,38,171,564,942,94,35,1410,171,564,942,122,156,1.2232192861897602,0.4999997485035964,1,1,1,1
67,1392,243,41,158,572,1148,93,76,1392,158,572,1148,156,191,1.2280006254260654,0.49999974195732594,1,1,1,1
78,1499,282,48,161,500,863,174,73,1499,161,500,863,121,150,1.22304236947026,0.4999997774811849,1,1,1,1
83,1400,268,29,126,588,811,97,44,1400,126,588,811,110,187,1.2209065070949485,0.4999997448979592,1,1,1,1
64,1466,278,24,149,474,841,100,55,1466,149,474,841,112,170,1.2213228759570662,0.49999976735053203,1,1,1,1
82,1429,272,24,161,624,901,91,68,1429,161,624,901,90,173,1.2158401460298702,0.4999997551469339,1,1,1,1
88,1538,308,22,203,613,973,123,46,1718,227,685,1087,116,121,1.2221167352973217,0.4999998305959904,0.8952270081490105,0.8942731277533039,0.8948905109489051,0.8951241950321988
86,1635,345,19,247,674,1059,91,39,1645,249,678,1066,111,156,1.2211163795142745,0.49999981522713205,0.993920972644377,0.9919678714859438,0.9941002949852508,0.9934333958724203
90,1574,312,21,264,626,1110,89,40,1574,264,626,1110,123,143,1.2233936117694213,0.4999997981816978,1,1,1,1
76,1563,323,28,235,561,1088,116,39,1573,236,564,1095,126,140,1.2239016184002114,0.4999997979250132,0.9936427209154481,0.9957627118644068,0.9946808510638298,0.993607305936073
91,1481,300,26,198,775,1073,122,56,1481,198,775,1073,99,178,1.2183479489629536,0.49999977203934964,1,1,1,1
116,1637,310,38,169,614,989,174,42,1637,169,614,989,83,137,1.2135541956782236,0.4999998134167535,1,1,1,1
93,1531,285,31,152,629,1003,137,58,1531,152,629,1003,88,134,1.2152204566657878,0.49999978668587064,1,1,1,1
93,1509,290,33,139,586,989,108,37,1509,139,586,989,65,159,1.2056820842345743,0.49999978042063503,1,1,1,1
63,1544,276,20,136,492,1058,110,42,1544,136,492,1058,103,140,1.219335193169429,0.49999979026282587,1,1,1,1
69,1408,289,34,130,466,986,102,47,1408,130,466,986,86,144,1.2145748863664505,0.49999974778861056,1,1,1,1
78,1540,266,42,172,404,974,106,37,1540,172,404,974,88,150,1.2152204566657878,0.4999997891718671,1,1,1,1
57,1296,175,41,10,300,631,223,163,1544,12,357,752,393,124,1.2394950020326758,0.49999979026282587,0.8393782383419689,0.8333333333333334,0.8403361344537815,0.839095744680851
103,1409,191,45,21,520,554,190,112,1482,22,547,572,261,83,1.2354253676905234,0.4999997723468851,0.9507422402159245,0.9545454545454546,0.9506398537477148,0.9685314685314685
97,1405,183,72,28,561,530,248,201,1488,30,594,564,323,105,1.2377101100178638,0.49999977417909586,0.9442204301075269,0.9333333333333333,0.9444444444444444,0.9397163120567376
88,1434,234,62,32,470,504,251,171,1508,34,494,530,266,125,1.2356449501923996,0.4999997801293191,0.9509283819628647,0.9411764705882353,0.951417004048583,0.9509433962264151
74,1398,208,72,26,336,583,165,146,1490,28,358,621,273,127,1.2359401756397153,0.4999997747849196,0.938255033557047,0.9285714285714286,0.9385474860335196,0.9388083735909822
93,1412,196,69,17,354,477,170,97,1845,22,462,623,199,102,1.2318937900513207,0.49999985311506234,0.7653116531165312,0.7727272727272727,0.7662337662337663,0.7656500802568218
101,1451,236,74,46,380,471,182,160,1679,53,440,545,249,111,1.2348661113123969,0.4999998226347187,0.8642048838594402,0.8679245283018868,0.8636363636363636,0.8642201834862385
90,1501,221,80,48,454,573,138,119,1579,50,478,603,220,144,1.2332901762794248,0.49999979945781414,0.9506016466117796,0.96,0.9497907949790795,0.9502487562189055
98,1730,285,86,101,494,507,87,56,1832,107,523,537,197,169,1.2317468832310732,0.4999998510230545,0.9443231441048034,0.9439252336448598,0.9445506692160612,0.9441340782122905
92,1606,255,65,122,438,527,84,69,1712,130,467,562,211,137,1.2327223747975886,0.4999998294064984,0.9380841121495327,0.9384615384615385,0.9379014989293362,0.9377224199288257
97,1677,264,65,115,485,486,77,47,1764,121,510,511,205,168,1.2323189959282481,0.4999998393159229,0.9506802721088435,0.9504132231404959,0.9509803921568627,0.9510763209393346
98,1683,290,62,124,467,396,65,50,1770,130,491,417,187,184,1.2309700902875331,0.49999984040346007,0.9508474576271186,0.9538461538461539,0.9511201629327902,0.9496402877697842
90,1710,269,50,146,517,435,91,66,1835,157,555,467,170,175,1.2294623439700076,0.4999998515097744,0.9318801089918256,0.9299363057324841,0.9315315315315316,0.9314775160599572
97,1532,217,44,87,402,508,33,36,1633,93,428,541,190,166,1.2312108500564825,0.4999998125015703,0.9381506429883649,0.9354838709677419,0.9392523364485982,0.9390018484288355
98,1572,254,43,133,430,557,20,31,1664,141,455,590,190,149,1.2312108500564825,0.4999998194226146,0.9447115384615384,0.9432624113475178,0.945054945054945,0.9440677966101695
96,1703,263,59,130,415,507,34,28,1803,138,439,537,184,137,1.2307222761583145,0.4999998461921325,0.9445368829728231,0.9420289855072463,0.9453302961275627,0.9441340782122905
101,1582,268,44,118,439,524,48,50,1686,126,468,558,169,152,1.229365181687211,0.4999998241044454,0.9383155397390273,0.9365079365079365,0.938034188034188,0.9390681003584229
90,1538,227,39,135,502,570,33,37,1661,146,542,616,181,159,1.2304670808203386,0.49999981876972915,0.925948223961469,0.9246575342465754,0.9261992619926199,0.9253246753246753
83,1497,226,41,124,534,535,28,16,1606,133,573,574,164,163,1.2288634094464779,0.499999806144145,0.9321295143212951,0.9323308270676691,0.9319371727748691,0.9320557491289199
77,1517,214,49,97,483,509,48,35,1617,103,515,542,148,141,1.227054335424285,0.4999998087726686,0.9381570810142239,0.941747572815534,0.9378640776699029,0.9391143911439115
78,1483,263,37,101,534,548,38,37,1570,107,565,580,169,152,1.229365181687211,0.49999979715201426,0.9445859872611465,0.9439252336448598,0.9451327433628318,0.9448275862068966
91,1410,173,37,116,595,545,42,48,1503,124,634,581,146,136,1.226803218677934,0.4999997786640071,0.93812375249501,0.9354838709677419,0.9384858044164038,0.9380378657487092
58,1386,162,35,86,508,498,37,44,1468,91,538,527,177,148,1.230114734223713,0.49999976798402246,0.944141689373297,0.945054945054945,0.9442379182156134,0.9449715370018975
64,1395,185,39,127,560,574,48,41,1467,134,589,604,167,127,1.2291677184674341,0.4999997676676011,0.950920245398773,0.9477611940298507,0.9507640067911715,0.9503311258278145
85,1521,231,50,232,520,598,31,36,1600,244,547,629,163,143,1.2287597350659403,0.4999998046875,0.950625,0.9508196721311475,0.9506398537477148,0.9507154213036566
77,1455,214,55,155,645,550,45,36,1531,163,679,579,171,141,1.2295584828918331,0.49999978668587064,0.9503592423252776,0.950920245398773,0.9499263622974963,0.9499136442141624
101,1440,207,55,185,692,644,57,35,1486,191,714,665,175,181,1.2299331329162813,0.4999997735708243,0.9690444145356663,0.9685863874345549,0.969187675070028,0.968421052631579
97,1406,196,59,159,564,707,32,33,1479,167,593,744,161,184,1.2285489126089886,0.49999977142240637,0.9506423258958756,0.9520958083832335,0.9510961214165261,0.9502688172043011
74,1527,205,47,185,525,640,33,22,1606,195,552,673,158,159,1.2282236873386954,0.499999806144145,0.9508094645080947,0.9487179487179487,0.9510869565217391,0.950965824665676
70,1334,202,47,153,423,693,70,36,1403,161,445,729,151,150,1.2274197651188437,0.4999997459877495,0.9508196721311475,0.9503105590062112,0.950561797752809,0.9506172839506173
73,1419,180,57,165,470,704,67,40,1493,174,494,741,169,189,1.229365181687211,0.4999997756890943,0.9504353650368386,0.9482758620689655,0.951417004048583,0.9500674763832658
83,1427,231,65,137,491,890,90,47,1501,144,517,936,174,123,1.2298409243607415,0.49999977807377805,0.9506995336442372,0.9513888888888888,0.9497098646034816,0.9508547008547008
88,1442,206,35,197,441,889,55,49,1442,197,441,889,156,113,1.2280006254260654,0.49999975954185993,1,1,1,1
95,1384,169,43,159,476,844,47,27,1384,159,476,844,148,124,1.227054335424285,0.49999973896555183,1,1,1,1
94,1382,196,31,182,417,865,29,30,1391,183,420,870,169,132,1.229365181687211,0.49999974158617505,0.9935298346513299,0.994535519125683,0.9928571428571429,0.9942528735632183
91,1354,201,39,140,520,978,22,30,1354,140,520,978,134,149,1.2251557337792494,0.49999972727014874,1,1,1,1
88,1301,162,33,108,508,904,50,37,1301,108,508,904,162,125,1.2286549094564416,0.4999997045966533,1,1,1,1
72,1380,228,38,93,548,869,107,51,1380,93,548,869,175,153,1.2299331329162813,0.4999997374501155,1,1,1,1
74,1340,211,37,85,518,778,88,55,1340,85,518,778,183,153,1.230638047906847,0.499999721541546,1,1,1,1
89,1331,240,41,117,554,814,87,54,1331,117,554,814,146,118,1.226803218677934,0.499999717763035,1,1,1,1
71,1328,192,36,125,580,925,140,73,1328,125,580,925,161,138,1.2285489126089886,0.49999971648642766,1,1,1,1
82,1373,235,38,92,563,792,130,73,2004,134,822,1156,144,149,1.226545832664573,0.499999875498504,0.685129740518962,0.6865671641791045,0.6849148418491484,0.6851211072664359
87,1393,213,30,133,607,915,130,56,1393,133,607,915,173,125,1.2297477569625839,0.49999974232767774,1,1,1,1
79,1324,206,30,142,619,990,140,78,1324,142,619,990,171,109,1.2295584828918331,0.499999714770767,1,1,1,1
62,1263,217,31,115,488,962,99,55,1263,115,488,962,144,134,1.226545832664573,0.49999968655358773,1,1,1,1
83,1394,269,29,114,536,1087,148,93,1394,114,536,1087,143,149,1.2264147120406708,0.49999974269723285,1,1,1,1
85,1459,221,35,152,488,973,109,56,1459,152,488,973,107,148,1.2202557521794632,0.49999976511276234,1,1,1,1
72,1330,220,36,105,435,1067,112,64,1330,105,435,1067,111,174,1.2211163795142745,0.49999971733845894,1,1,1,1
77,1357,224,45,173,513,1013,161,56,1912,244,723,1427,96,159,1.2175590901141795,0.4999998632289351,0.7097280334728033,0.7090163934426229,0.7095435684647303,0.7098808689558515
90,1415,266,37,172,642,1120,121,49,1415,172,642,1120,120,157,1.2228628012010694,0.49999975027781596,1,1,1,1
88,1531,290,26,160,674,1034,101,51,1522,159,670,1028,100,156,1.2186014196061306,0.4999997841556428,1.0059132720105124,1.0062893081761006,1.0059701492537314,1.0058365758754864
86,1507,307,18,188,696,1028,109,56,1507,188,696,1028,105,150,1.2198033633138605,0.49999977983742316,1,1,1,1
97,1535,304,44,226,709,1032,79,39,1535,226,709,1032,93,173,1.2167245716983286,0.499999787796157,1,1,1,1
90,1493,304,40,235,625,1090,57,42,1493,235,625,1090,118,170,1.2224954586586532,0.4999997756890943,1,1,1,1
96,1474,302,35,199,620,967,74,21,1483,200,624,973,91,167,1.2161407839048508,0.4999997726537986,0.9939312204989885,0.995,0.9935897435897436,0.9938335046248715
101,1449,283,29,181,597,986,53,37,1458,182,601,992,80,164,1.2124648614380804,0.4999997647904471,0.9938271604938271,0.9945054945054945,0.9933444259567388,0.9939516129032258
91,1500,314,33,183,705,874,43,23,1500,183,705,874,101,153,1.2188503684527965,0.49999977777777777,1,1,1,1
76,1427,299,52,164,497,897,58,25,1436,165,500,903,92,133,1.2164355333011068,0.4999997575282625,0.9937325905292479,0.9939393939393939,0.994,0.9933554817275747
67,1345,207,70,28,540,710,121,74,1443,30,579,762,289,101,1.2365664208408405,0.49999975987501977,0.932085932085932,0.9333333333333333,0.9326424870466321,0.931758530183727
92,1414,209,85,24,606,528,205,112,1487,25,637,555,218,117,1.233167647475152,0.4999997738752669,0.9509078681909886,0.96,0.9513343799058085,0.9513513513513514
90,1624,185,94,50,502,281,225,171,1742,54,539,301,428,140,1.2401880574252033,0.499999835231684,0.9322617680826636,0.9259259259259259,0.9313543599257885,0.9335548172757475
75,1643,163,94,42,470,368,281,168,1901,49,544,426,383,84,1.2392761435014084,0.4999998616415237,0.864281956864808,0.8571428571428571,0.8639705882352942,0.863849765258216
88,1655,216,109,45,363,625,220,201,1915,52,420,723,353,125,1.2385530378000682,0.49999986365712495,0.8642297650130548,0.8653846153846154,0.8642857142857143,0.8644536652835408
56,1291,148,75,11,390,882,119,64,1394,12,421,935,294,99,1.236749503592792,0.49999974269723285,0.9261119081779053,0.9166666666666666,0.9263657957244655,0.9433155080213904
55,1231,128,54,20,330,735,132,160,1303,21,349,767,371,111,1.2389995390088084,0.49999970550279804,0.9447429009976976,0.9523809523809523,0.9455587392550143,0.9582790091264668
52,1162,141,60,18,297,527,158,193,1222,19,312,549,367,72,1.2389037262711735,0.49999966516751,0.9509001636661211,0.9473684210526315,0.9519230769230769,0.9599271402550091
58,1324,158,60,16,605,677,172,160,1411,17,645,718,342,96,1.2382594314621025,0.49999974885994974,0.9383416017009213,0.9411764705882353,0.937984496124031,0.9428969359331476
67,1289,177,74,16,694,615,190,160,1365,17,735,651,272,115,1.235898838395911,0.4999997316480833,0.9443223443223443,0.9411764705882353,0.9442176870748299,0.9447004608294931
55,1327,164,78,16,487,619,185,117,1433,17,526,669,237,122,1.2342561357586936,0.4999997565119657,0.9260293091416608,0.9411764705882353,0.9258555133079848,0.9252615844544095
86,1322,215,69,35,471,654,216,193,1400,37,499,692,253,115,1.2350578326522386,0.4999997448979592,0.9442857142857143,0.9459459459459459,0.9438877755511023,0.9450867052023122
